parameter,snr,D_true,Dstar_true,f_true,crlb_unbiased_sd,bayes_floor_sd,npe_claimed_sd,npe_achieved_sd,claimed_below_unbiased,claimed_below_bayes
f,10.0,0.8571428571428571,25.71428571428572,0.20428571428571426,0.14131760080939684,0.10114583768535611,0.1259811,0.02470667,1,0
D,10.0,0.8571428571428571,25.71428571428572,0.26571428571428574,0.3603256543712195,0.3045891718780102,0.4018783,0.23688462,0,0
Dstar,10.0,0.8571428571428571,25.71428571428572,0.26571428571428574,38.63718646966312,21.406782514840206,36.516914,5.4935775,0,0
f,10.0,0.8571428571428571,25.71428571428572,0.26571428571428574,0.14131760080939665,0.10701923738185962,0.12248866,0.024574365,1,0
D,10.0,0.8571428571428571,25.71428571428572,0.3271428571428572,0.3932216270632841,0.3413511514007493,0.46484625,0.30836734,0,0
Dstar,10.0,0.8571428571428571,25.71428571428572,0.3271428571428572,31.382168922957824,19.889960855176547,36.97805,7.734227,0,0
f,10.0,0.8571428571428571,25.71428571428572,0.3271428571428572,0.1413176008093967,0.1123272434070769,0.120907515,0.03517218,1,0
D,10.0,0.8571428571428571,25.71428571428572,0.38857142857142857,0.4327275381934742,0.3842470094672212,0.525786,0.3046453,0,0
Dstar,10.0,0.8571428571428571,25.71428571428572,0.38857142857142857,26.42101721822554,18.42753296926339,36.88501,8.524638,0,0
f,10.0,0.8571428571428571,25.71428571428572,0.38857142857142857,0.14131760080939682,0.11687158443303122,0.1208766,0.03874095,1,0
D,10.0,0.8571428571428571,25.71428571428572,0.45,0.4810581463553425,0.4352417894543292,0.54977655,0.33273262,0,0
Dstar,10.0,0.8571428571428571,25.71428571428572,0.45,22.814338677324894,17.065747866510133,37.974518,11.514571,0,0
f,10.0,0.8571428571428571,25.71428571428572,0.45,0.1413176008093967,0.12065388716897966,0.12367056,0.05433186,1,0
D,10.0,0.8571428571428571,41.42857142857143,0.02,0.23808968506172648,0.19694869051104713,0.24323048,0.13895527,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.02,1115.7855638540877,41.40004419577511,34.241924,5.6265273,1,1
f,10.0,0.8571428571428571,41.42857142857143,0.02,0.11430499806753226,0.07922324233519906,0.11120087,0.0241517,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.08142857142857143,0.25401170132557443,0.21113471062399308,0.28321427,0.12539156,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.08142857142857143,274.05259463082854,40.96316178064241,33.252132,5.392239,1,1
f,10.0,0.8571428571428571,41.42857142857143,0.08142857142857143,0.11430499806753229,0.0801177710606236,0.11341873,0.025269352,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.14285714285714285,0.27221587325390717,0.22850050373587294,0.32260674,0.17743394,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.14285714285714285,156.2099789395723,40.044210620797564,31.940979,3.8618455,1,1
f,10.0,0.8571428571428571,41.42857142857143,0.14285714285714285,0.11430499806753226,0.08193738054953652,0.12012373,0.02182822,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.20428571428571426,0.29323074318194664,0.24943367395962734,0.36675823,0.23740229,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.20428571428571426,109.23774751019035,38.7363685765675,35.325462,5.3425674,1,0
f,10.0,0.8571428571428571,41.42857142857143,0.20428571428571426,0.11430499806753218,0.08439113895995083,0.12266172,0.023315063,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.26571428571428574,0.3177617197516427,0.2744014060576215,0.41979402,0.25297445,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.26571428571428574,83.98385964493133,37.15399501479274,36.637863,5.207011,1,0
f,10.0,0.8571428571428571,41.42857142857143,0.26571428571428574,0.11430499806753223,0.08716392380315735,0.12443721,0.02083988,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.3271428571428572,0.3467718130623023,0.3040985591436815,0.50156295,0.34990355,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.3271428571428572,68.21396460243331,35.4096431545418,37.614254,8.601372,1,0
f,10.0,0.8571428571428571,41.42857142857143,0.3271428571428572,0.11430499806753229,0.08999411859812793,0.12128929,0.04701889,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.38857142857142857,0.3816110372718325,0.3396222236801455,0.5816639,0.36151132,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.38857142857142857,57.430139316019215,33.598814643038885,39.466248,14.179239,1,0
f,10.0,0.8571428571428571,41.42857142857143,0.38857142857142857,0.11430499806753223,0.0927035041352019,0.12442855,0.06416925,0,0
D,10.0,0.8571428571428571,41.42857142857143,0.45,0.42423252974634873,0.3827014626396939,0.5936187,0.38290548,0,0
Dstar,10.0,0.8571428571428571,41.42857142857143,0.45,49.59046950462611,31.79375267544623,40.45368,13.382821,1,0
f,10.0,0.8571428571428571,41.42857142857143,0.45,0.11430499806753222,0.0951919505221808,0.11529932,0.05618008,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.02,0.22646235872854298,0.19336823608620185,0.23800223,0.13385399,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.02,2377.2762500763897,57.12635621335011,35.164864,5.3950777,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.02,0.10444160494534653,0.07623366759052339,0.11062534,0.029930733,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.08142857142857143,0.24160680884569277,0.20664094566727856,0.2713815,0.1261871,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.08142857142857143,583.8924122994639,56.8711605630979,31.497557,6.805714,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.08142857142857143,0.10444160494534652,0.07653106867368373,0.117506124,0.025488285,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.14285714285714285,0.2589219634796339,0.22223448530411738,0.31695586,0.14522405,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.14285714285714285,332.8186750106944,56.3187835450247,35.135902,6.055916,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.14285714285714285,0.10444160494534646,0.07716636134116385,0.116997905,0.02533591,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.20428571428571426,0.27891055311989305,0.240630474992174,0.37465006,0.23935054,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.20428571428571426,232.74033217531075,55.49469353812732,37.445812,4.974516,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.20428571428571426,0.10444160494534649,0.07809320701710122,0.120877564,0.02295382,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.26571428571428574,0.30224353713575963,0.2624503021274099,0.43150136,0.23486476,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.26571428571428574,178.93477151112612,54.434494841056335,37.97888,6.883032,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.26571428571428574,0.1044416049453465,0.07924998319919653,0.12229021,0.036917247,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.3271428571428572,0.32983689615240014,0.2885314373225148,0.50868624,0.29937786,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.3271428571428572,145.3356659435347,53.179981626648456,35.44824,10.178052,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.3271428571428572,0.1044416049453465,0.08056919354952974,0.12100949,0.05060156,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.38857142857142857,0.36297471515836544,0.3200487985681045,0.5970555,0.38002515,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.38857142857142857,122.35980698922587,51.77514393731437,37.80024,10.709629,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.38857142857142857,0.10444160494534646,0.0819857265138564,0.12433498,0.050908633,0,0
D,10.0,0.8571428571428571,57.142857142857146,0.45,0.40351474827994904,0.35871393558107206,0.582415,0.40472102,0,0
Dstar,10.0,0.8571428571428571,57.142857142857146,0.45,105.6567222256173,50.26275036433543,40.530136,13.7253,1,1
f,10.0,0.8571428571428571,57.142857142857146,0.45,0.1044416049453465,0.08344257205657218,0.11042788,0.06427527,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.02,0.22164251007182365,0.19190577130309666,0.23681623,0.15840425,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.02,5114.528789738436,72.84975175733372,35.706223,4.760237,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.02,0.10032703857580538,0.07501471664452242,0.110036954,0.02520906,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.08142857142857143,0.23646463749497817,0.20484694110837579,0.28516647,0.13725454,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.08142857142857143,1256.2000536199662,72.73491369578282,34.67643,4.8890076,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.08142857142857143,0.10032703857580534,0.07510785245119382,0.11913397,0.02335656,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.14285714285714285,0.2534112698487849,0.21977998550439776,0.33419004,0.17346281,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.14285714285714285,716.034030563381,72.48289207880663,33.354496,5.8806624,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.14285714285714285,0.10032703857580536,0.07531132959080798,0.1199461,0.025054133,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.20428571428571426,0.27297443789815273,0.23715963588404343,0.38091162,0.2983861,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.20428571428571426,500.7230982960709,72.09793406208153,36.287106,6.3976173,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.20428571428571426,0.10032703857580542,0.07561972410834189,0.12459841,0.024707396,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.26571428571428574,0.2958108208351576,0.2575893990541233,0.44814488,0.34523645,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.26571428571428574,384.9645325609575,71.5863770003282,37.033436,10.84166,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.26571428571428574,0.10032703857580537,0.07602508055173854,0.12033203,0.052091174,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.3271428571428572,0.3228169042659682,0.2818901274158523,0.5213809,0.38455558,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.3271428571428572,312.6786159665419,70.95636674691085,38.508198,10.252243,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.3271428571428572,0.10032703857580537,0.07651741821284025,0.1217474,0.04309407,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.38857142857142857,0.3552494437132501,0.31121006057893574,0.5826409,0.44194743,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.38857142857142857,263.24780535418427,70.21751358479877,40.69604,13.230516,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.38857142857142857,0.10032703857580538,0.07708532192528324,0.122747645,0.05917293,0,0
D,10.0,0.8571428571428571,72.85714285714286,0.45,0.3949266543097948,0.34720867055052146,0.584648,0.3785991,0,0
Dstar,10.0,0.8571428571428571,72.85714285714286,0.45,227.31239065504155,69.38051281605594,41.73322,13.0362835,1,1
f,10.0,0.8571428571428571,72.85714285714286,0.45,0.10032703857580538,0.07771655550559996,0.115461506,0.058644634,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.02,0.2195480460191818,0.19127100762817964,0.23969309,0.13321963,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.02,11107.378052293487,88.56861273687244,35.103394,3.7010376,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.02,0.0985313203066855,0.07448644023603905,0.11067566,0.027766071,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.08142857142857143,0.234230108194648,0.20409412283829995,0.2829444,0.17352383,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.08142857142857143,2728.127942668575,88.52478644654101,31.642557,6.781079,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.08142857142857143,0.0985313203066855,0.07451406527890864,0.11819909,0.02900184,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.14285714285714285,0.25101659928193104,0.21879656458666374,0.32651222,0.19044206,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.14285714285714285,1555.0329273210882,88.42810532496829,33.124454,6.961061,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.14285714285714285,0.09853132030668547,0.07457492183854336,0.11642935,0.034082577,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.20428571428571426,0.2703949004832292,0.2358129527493814,0.379722,0.23470882,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.20428571428571426,1087.4356135112503,88.27908770099893,34.382706,7.486452,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.20428571428571426,0.09853132030668547,0.07466849478329118,0.12467087,0.03011981,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.26571428571428574,0.2930154855431102,0.2557229871246361,0.4612428,0.31261966,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.26571428571428574,836.0392082371442,88.07852659580648,35.772003,6.068971,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.26571428571428574,0.09853132030668547,0.07479400015632293,0.1252911,0.029224807,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.3271428571428572,0.3197663685120143,0.27931769438279663,0.5392558,0.3485725,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.3271428571428572,679.0536800528769,87.82747810460191,39.797653,9.452399,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.3271428571428572,0.0985313203066855,0.07495040179597463,0.12142674,0.04717987,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.38857142857142857,0.3518924288999034,0.3077056160290001,0.57798564,0.39456323,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.38857142857142857,571.7032821033409,87.52724616912144,38.225216,13.444467,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.38857142857142857,0.09853132030668546,0.07513643281953071,0.12199302,0.064639546,0,0
D,10.0,0.8571428571428571,88.57142857142857,0.45,0.39119470017963276,0.34249016281282274,0.5994501,0.33638862,0,0
Dstar,10.0,0.8571428571428571,88.57142857142857,0.45,493.6612467685993,87.1793641645071,40.97462,13.588317,1,1
f,10.0,0.8571428571428571,88.57142857142857,0.45,0.09853132030668546,0.07535062113656033,0.11465868,0.05656302,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.02,0.2186151495001511,0.1909882337276517,0.24101062,0.13728954,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.02,24250.2121282073,104.28474999639346,35.342316,3.8065953,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.02,0.09772969365728834,0.07425132455735821,0.10906869,0.025380611,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.08142857142857143,0.23323482512768837,0.2037694878416354,0.27307117,0.13956511,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.08142857142857143,5956.192452542143,104.26973316681848,36.1941,5.1521826,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.08142857142857143,0.09772969365728834,0.07425915430052808,0.11616442,0.025652355,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.14285714285714285,0.2499499875951727,0.21839451482771544,0.32371223,0.1512942,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.14285714285714285,3395.0296979490226,104.23654995741434,34.01043,4.768848,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.14285714285714285,0.09772969365728834,0.0742764490311765,0.12041719,0.022536783,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.20428571428571426,0.26924594714022204,0.23529027628135726,0.38136137,0.21792652,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.20428571428571426,2374.1466419223934,104.18525236529332,35.632553,6.815324,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.20428571428571426,0.09772969365728837,0.07430316603369146,0.121781506,0.028669804,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.26571428571428574,0.29177041353522104,0.25502657748665947,0.44198754,0.24293987,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.26571428571428574,1825.2847838435598,104.1159205987549,38.60994,6.002779,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.26571428571428574,0.09772969365728833,0.07433923951773944,0.11755449,0.029940747,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.3271428571428572,0.3184076275097743,0.27838127260774526,0.53273124,0.36153534,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.3271428571428572,1482.5457196283937,104.0286627298251,38.95751,9.637082,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.3271428571428572,0.09772969365728837,0.07438458103148873,0.123750165,0.045028742,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.38857142857142857,0.35039717887173755,0.3064447760123876,0.58448166,0.40660232,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.38857142857142857,1248.1726830694934,103.9236142282589,39.356762,12.500698,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.38857142857142857,0.09772969365728834,0.07443908001360718,0.12607092,0.057862274,0,0
D,10.0,0.8571428571428571,104.28571428571429,0.45,0.38953244820026905,0.34079460996755934,0.5809618,0.40032205,0,0
Dstar,10.0,0.8571428571428571,104.28571428571429,0.45,1077.787205698102,103.80093738092567,41.173267,15.181889,1,1
f,10.0,0.8571428571428571,104.28571428571429,0.45,0.09772969365728831,0.07450260447748196,0.11425804,0.06679273,0,0
D,10.0,0.8571428571428571,120.0,0.02,0.21819450469125753,0.19086076135489116,0.24154587,0.10708493,0,0
Dstar,10.0,0.8571428571428571,120.0,0.02,53082.91951849942,119.99969337858992,35.286934,3.0384734,1,1
f,10.0,0.8571428571428571,120.0,0.02,0.09736785028911768,0.07414539218405822,0.10848042,0.023135876,0,0
D,10.0,0.8571428571428571,120.0,0.08142857142857143,0.23278605010606945,0.2036268765733161,0.285316,0.15241508,0,0
Dstar,10.0,0.8571428571428571,120.0,0.08142857142857143,13037.91005717529,119.99491758423366,32.996918,4.99413,1,1
f,10.0,0.8571428571428571,120.0,0.08142857142857143,0.09736785028911767,0.07414753000957905,0.11329141,0.025267333,0,0
D,10.0,0.8571428571428571,120.0,0.14285714285714285,0.24946905036367106,0.21822602874689784,0.3242483,0.20486417,0,0
Dstar,10.0,0.8571428571428571,120.0,0.14285714285714285,7431.608732589917,119.98435904906985,34.906193,5.3427196,1,1
f,10.0,0.8571428571428571,120.0,0.14285714285714285,0.09736785028911765,0.07415225588707039,0.1191913,0.02086378,0,0
D,10.0,0.8571428571428571,120.0,0.20428571428571426,0.26872788189982527,0.23508274133413112,0.38397342,0.26467592,0,0
Dstar,10.0,0.8571428571428571,120.0,0.20428571428571426,5196.929183629312,119.96802235173651,35.702652,7.18448,1,1
f,10.0,0.8571428571428571,120.0,0.20428571428571426,0.09736785028911767,0.0741595665898637,0.12126654,0.031946693,0,0
D,10.0,0.8571428571428571,120.0,0.26571428571428574,0.29120900820662,0.25476359388969355,0.42950547,0.32446855,0,0
Dstar,10.0,0.8571428571428571,120.0,0.26571428571428574,3995.488565908556,119.94591457229967,37.93272,6.5757265,1,1
f,10.0,0.8571428571428571,120.0,0.26571428571428574,0.09736785028911764,0.07416945713057727,0.11953772,0.036516964,0,0
D,10.0,0.8571428571428571,120.0,0.3271428571428572,0.31779496861614165,0.2780420672151727,0.53891957,0.33060157,0,0
Dstar,10.0,0.8571428571428571,120.0,0.3271428571428572,3245.243988030532,119.91804528373632,38.84891,9.1912155,1,1
f,10.0,0.8571428571428571,120.0,0.3271428571428572,0.09736785028911768,0.07418192076981356,0.124813825,0.04587167,0,0
D,10.0,0.8571428571428571,120.0,0.38857142857142857,0.3497229677995389,0.30600247741340225,0.59593666,0.39900827,0,0
Dstar,10.0,0.8571428571428571,120.0,0.38857142857142857,2732.20909286394,119.88442654043307,38.811184,12.269242,1,1
f,10.0,0.8571428571428571,120.0,0.38857142857142857,0.09736785028911764,0.07419694902789105,0.123049475,0.05862878,0,0
D,10.0,0.8571428571428571,120.0,0.45,0.38878293563169525,0.340213559261902,0.60279787,0.42031524,0,0
Dstar,10.0,0.8571428571428571,120.0,0.45,2359.2408674888625,119.84507286372774,43.292484,14.14383,1,1
f,10.0,0.8571428571428571,120.0,0.45,0.09736785028911767,0.07421453169957168,0.11570689,0.054147795,0,0
D,10.0,1.1142857142857143,10.0,0.02,0.5519804563483481,0.30847927480694365,0.29514652,0.15971227,1,0
Dstar,10.0,1.1142857142857143,10.0,0.02,234.87021766283226,9.990948425402925,34.738216,4.1254654,1,0
f,10.0,1.1142857142857143,10.0,0.02,0.35894731253101664,0.14663462668439287,0.118984506,0.023120686,1,1
D,10.0,1.1142857142857143,10.0,0.08142857142857143,0.588893612838206,0.33889521432447123,0.31233037,0.14759384,1,0
Dstar,10.0,1.1142857142857143,10.0,0.08142857142857143,57.68742188209907,9.853055862208421,32.632668,6.3806467,1,0
f,10.0,1.1142857142857143,10.0,0.08142857142857143,0.35894731253101625,0.15634662206163832,0.12009234,0.028870733,1,1
D,10.0,1.1142857142857143,10.0,0.14285714285714285,0.6310976550916124,0.38357039431885687,0.34694096,0.20645449,1,0
Dstar,10.0,1.1142857142857143,10.0,0.14285714285714285,32.881830472796565,9.56734754690429,36.499535,6.092021,0,0
f,10.0,1.1142857142857143,10.0,0.14285714285714285,0.35894731253101725,0.174387441584785,0.12193861,0.023373822,1,1
